mode,arm_id,scenario_id,seed,attempt,json_valid,parse_valid,precision,recall,f1,closed_profile_jaccard,status_agreement,latency_ms,report_signature,predicted_status,expected_status,diagnostic_signature_agreement,closed_profile_signature_hash,cgt_diagnostic_signature_hash,expected_cgt_diagnostic_signature_hash,declared_component_count,declared_components,run_may_available,run_must_available
gold_deterministic,gold,continuation_diagnostic_missing,,,1,1,1.0,1.0,1.0,1.0,1,,continuation_diag_pair,blocked,blocked,1,0f0b9c544ed66d6a4ee72efb47d0003327e81b65405dba22a60f51a502b56a0b,1e3d81564310eef3c1cd83305bac7f6dbddf97a3887016e227c1123cec589f57,1e3d81564310eef3c1cd83305bac7f6dbddf97a3887016e227c1123cec589f57,13,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""continuation"",""provenance"",""report_path""]",,
gold_deterministic,gold,continuation_diagnostic_present,,,1,1,1.0,1.0,1.0,1.0,1,,continuation_diag_pair,continuation_sensitive,continuation_sensitive,1,b84edd6d8a3f67b07e5845d628e990face664e164a75d079438da26dcf62fcb9,e4ad1901e709184e576ac4cb6fde70a0caf60f899622706133c125970cc560ea,e4ad1901e709184e576ac4cb6fde70a0caf60f899622706133c125970cc560ea,13,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""continuation"",""provenance"",""report_path""]",,
gold_deterministic,gold,marker_state_omitted,,,1,1,1.0,1.0,1.0,1.0,1,,marker_state_pair,well_typed,well_typed,1,34a6ffba166343f9dc3ae0bd3aa91c38fcb959785e357840d582867f257a70f3,160236017260303fc5d70e70c3e32380dbeaea1a9f8d0421311fb5f9f99855e2,160236017260303fc5d70e70c3e32380dbeaea1a9f8d0421311fb5f9f99855e2,13,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""marker_policy"",""provenance"",""report_path""]",,
gold_deterministic,gold,marker_state_preserved_v3,,,1,1,1.0,1.0,1.0,1.0,1,,marker_state_pair,well_typed,well_typed,1,34a6ffba166343f9dc3ae0bd3aa91c38fcb959785e357840d582867f257a70f3,930cd8c21ca1095a8d19d760a1315a1c8c40541ae629b62845f76d335a1486e8,930cd8c21ca1095a8d19d760a1315a1c8c40541ae629b62845f76d335a1486e8,14,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""marker_policy"",""marker_state"",""provenance"",""report_path""]",,
gold_deterministic,gold,direct_selector_with_degeneracy_control,,,1,1,1.0,1.0,1.0,1.0,1,,direct_selector_control_pair,reproducibly_available,reproducibly_available,1,2a7613196b6955f13e61d812fe057a80bfa1b70ade838da7f0f6e91e3bc9d4dd,c538ac6843554a3606205c5b4b8c187726502860525d9b2640c042530b912980,c538ac6843554a3606205c5b4b8c187726502860525d9b2640c042530b912980,14,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""history"",""degeneracy_control"",""provenance"",""report_path""]",,
gold_deterministic,gold,direct_selector_without_degeneracy_control,,,1,1,1.0,1.0,1.0,1.0,1,,direct_selector_control_pair,well_typed,well_typed,1,2f9dc3eb3c9708480112a7ce367c34d8e1eec1b46a9a8e890a9085608c46098c,94a92b240d4d3e584484a7964e49b814cc386c86de8ab62e945b8589b724ea66,94a92b240d4d3e584484a7964e49b814cc386c86de8ab62e945b8589b724ea66,13,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""history"",""provenance"",""report_path""]",,
gold_deterministic,gold,verifier_failure_domain_mismatch,,,1,1,1.0,1.0,1.0,1.0,1,,domain_mismatch_pair,blocked,blocked,1,6b3ac8ccbe25c716d7f44681d42b24b057ac86121785d2966691f9b64f2bc0bb,36b8288fbb4c499115d4de83e8cbca8b83ae629d7aae5b3173dd43dce450a2b6,36b8288fbb4c499115d4de83e8cbca8b83ae629d7aae5b3173dd43dce450a2b6,12,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""provenance"",""report_path""]",,
gold_deterministic,gold,strict_reproduction_protocol_v3,,,1,1,1.0,1.0,1.0,1.0,1,,legacy_protocol_pair,reproducibly_available,reproducibly_available,1,2a7613196b6955f13e61d812fe057a80bfa1b70ade838da7f0f6e91e3bc9d4dd,a87a4a983ec25af4d97d8f5ece478be98c4c6712eb012683ff1251cf629edc3a,a87a4a983ec25af4d97d8f5ece478be98c4c6712eb012683ff1251cf629edc3a,12,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""provenance"",""report_path""]",,
gold_deterministic,gold,legacy_reproduction_protocol,,,1,1,1.0,1.0,1.0,1.0,1,,legacy_protocol_pair,reproducibly_available,reproducibly_available,1,2a7613196b6955f13e61d812fe057a80bfa1b70ade838da7f0f6e91e3bc9d4dd,53763ec6894c1a90702288a465738664058468e753aabd17473433f0fda6c336,53763ec6894c1a90702288a465738664058468e753aabd17473433f0fda6c336,12,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""reproduction_protocol"",""provenance"",""report_path""]",,
gold_deterministic,gold,finite_run_family_almost_sure,,,1,1,1.0,1.0,1.0,1.0,1,,finite_run_family_prob,partial,partial,1,b4e040f7d77d798584a772e8faa0310e4070ab5732702fa1729966ba18205936,d2caa30ac5b845f599a6df8c1fd7c15f599c8b707b30ee0a5d00a694581bfea3,d2caa30ac5b845f599a6df8c1fd7c15f599c8b707b30ee0a5d00a694581bfea3,11,"[""frame"",""system"",""projection"",""observation"",""description"",""normalizer"",""expected_report"",""verifier"",""failure_predicate"",""provenance"",""report_path""]",True,False
