mode,arm_id,scenario_id,seed,attempt,json_valid,parse_valid,precision,recall,f1,closed_profile_jaccard,status_agreement,latency_ms,report_signature,predicted_status,expected_status,diagnostic_signature_agreement,closed_profile_signature_hash,cgt_diagnostic_signature_hash,expected_cgt_diagnostic_signature_hash,declared_component_count,declared_components,run_may_available,run_must_available
llm_extraction,schema_guided_dossier,vague_ai_claim,102,1,1,1,1.0,0.916667,0.956522,0.916667,1,5073.572,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,242cfd529338a94fc9922670df2f6b544d6163d4d0179d33ade7b2c330c4d7dd,40afd3f8b71bb6e5940ad7657649b02e4c149029a156efe82b0b7d85962f84db,0,[],,
llm_extraction,schema_guided_dossier,vague_ai_claim,103,1,1,1,1.0,0.916667,0.956522,0.916667,1,5412.717,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,242cfd529338a94fc9922670df2f6b544d6163d4d0179d33ade7b2c330c4d7dd,40afd3f8b71bb6e5940ad7657649b02e4c149029a156efe82b0b7d85962f84db,0,[],,
llm_extraction,schema_guided_dossier,vague_ai_claim,104,1,1,1,1.0,0.916667,0.956522,0.916667,1,5725.943,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,242cfd529338a94fc9922670df2f6b544d6163d4d0179d33ade7b2c330c4d7dd,40afd3f8b71bb6e5940ad7657649b02e4c149029a156efe82b0b7d85962f84db,0,[],,
llm_extraction,schema_guided_dossier,vague_ai_claim,105,1,1,1,1.0,0.916667,0.956522,0.916667,1,5395.139,no_declared_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,242cfd529338a94fc9922670df2f6b544d6163d4d0179d33ade7b2c330c4d7dd,40afd3f8b71bb6e5940ad7657649b02e4c149029a156efe82b0b7d85962f84db,0,[],,
llm_extraction,minimal_text,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,16494.644,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,minimal_text,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,5981.736,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,minimal_text,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,5951.223,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,minimal_text,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,6117.306,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,minimal_text,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,6858.652,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,report_only,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,14792.036,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,report_only,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,5205.06,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,report_only,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,5199.788,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,report_only,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,5129.357,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,report_only,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,5176.825,accuracy_0.90,unformed,well_typed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,624003cac36ae172f80d3bfcdaf2c589559d369b9d8a4bae55d9634141170a2e,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,0,[],,
llm_extraction,schema_guided_dossier,benchmark_claim,101,1,1,1,0.0,0.0,0.0,0.0,0,17817.103,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,1ac45ddc1495a19b5d25a6cbc886bd72648f03e2a317538a12329a2dff321c90,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,102,1,1,1,0.0,0.0,0.0,0.0,0,7980.446,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,1ac45ddc1495a19b5d25a6cbc886bd72648f03e2a317538a12329a2dff321c90,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,103,1,1,1,0.0,0.0,0.0,0.0,0,7951.468,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,1ac45ddc1495a19b5d25a6cbc886bd72648f03e2a317538a12329a2dff321c90,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,104,1,1,1,0.0,0.0,0.0,0.0,0,8054.917,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,1ac45ddc1495a19b5d25a6cbc886bd72648f03e2a317538a12329a2dff321c90,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,benchmark_claim,105,1,1,1,0.0,0.0,0.0,0.0,0,8253.416,accuracy_0.90,unformed,well_typed,0,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,1ac45ddc1495a19b5d25a6cbc886bd72648f03e2a317538a12329a2dff321c90,9d31ec372ce63da8df1f3218bac10296f98bd1fca05e20cbeed810db5a7458f2,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,minimal_text,unobservable_claim,101,1,1,1,0.818182,1.0,0.9,0.818182,1,9622.564,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,minimal_text,unobservable_claim,102,1,1,1,0.818182,1.0,0.9,0.818182,1,3796.806,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,minimal_text,unobservable_claim,103,1,1,1,0.818182,1.0,0.9,0.818182,1,3833.812,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,minimal_text,unobservable_claim,104,1,1,1,0.818182,1.0,0.9,0.818182,1,3872.167,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,minimal_text,unobservable_claim,105,1,1,1,0.818182,1.0,0.9,0.818182,1,3858.283,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,report_only,unobservable_claim,101,1,1,1,0.818182,1.0,0.9,0.818182,1,10074.314,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,report_only,unobservable_claim,102,1,1,1,0.818182,1.0,0.9,0.818182,1,3890.324,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,report_only,unobservable_claim,103,1,1,1,0.818182,1.0,0.9,0.818182,1,3985.298,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,report_only,unobservable_claim,104,1,1,1,0.818182,1.0,0.9,0.818182,1,3933.441,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,report_only,unobservable_claim,105,1,1,1,0.818182,1.0,0.9,0.818182,1,4013.153,no_observable_report,unformed,unformed,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,361cf4de081dcbc999c219d4be33ba8b7afd162e9bd60d5b4c7540c4aa67fd21,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,0,[],,
llm_extraction,schema_guided_dossier,unobservable_claim,101,1,1,1,1.0,1.0,1.0,1.0,1,15632.853,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,unobservable_claim,102,1,1,1,1.0,1.0,1.0,1.0,1,8388.366,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,unobservable_claim,103,1,1,1,1.0,1.0,1.0,1.0,1,8287.186,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,unobservable_claim,104,1,1,1,1.0,1.0,1.0,1.0,1,8241.842,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,schema_guided_dossier,unobservable_claim,105,1,1,1,1.0,1.0,1.0,1.0,1,8075.032,no_observable_report,unformed,unformed,1,92232578f23c6316465a52938f63a4872b7dd19b5684575953849315e9faf8d4,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,56f2abbfc665d1f56977f09c4257c0b62277b5192f24c4cb1de71d034c0f854a,3,"[""frame"",""system"",""verifier""]",,
llm_extraction,minimal_text,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,10185.038,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,4110.661,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,4159.982,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,4175.965,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,minimal_text,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,4141.274,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,10770.34,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,4149.854,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,4121.662,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,4100.371,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,report_only,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,4179.384,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,101,1,1,1,0.0,0.0,0.0,0.0,0,22811.322,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,102,1,1,1,0.0,0.0,0.0,0.0,0,12755.721,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,103,1,1,1,0.0,0.0,0.0,0.0,0,13633.774,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,104,1,1,1,0.0,0.0,0.0,0.0,0,19151.059,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
llm_extraction,schema_guided_dossier,verifier_failure_incoherence,105,1,1,1,0.0,0.0,0.0,0.0,0,19588.113,report_r_accept_and_fail,unformed,blocked,0,99c008046ec91610e9e52081af3c735d4dc7e39513285268f5d4bb361ff0e99e,e78d4a8bb74c6ab790648c83b72c60e4b594d7f461a3e029d7502bc10c01bcd2,e89f29532ab65b0d7e6aeaeed197593b06f13f4f7eb60bb0079365582e2f39d0,0,[],,
